lead_id,listing_id,user_id,lead_date
281,2379,4604,2025-11-28
282,7947,3770,2024-11-21
283,2236,3185,2025-05-12
284,965,1420,2025-05-26
285,1921,684,2025-07-10
286,4904,72,2025-10-15
287,296,1164,2025-12-16
288,2369,746,2025-06-21
289,2968,2760,2025-07-23
290,927,4051,2025-12-23
291,6948,2678,2025-06-29
292,4258,3248,2025-01-20
293,7423,1784,2025-09-21
294,7362,3712,2025-09-12
295,1727,2730,2025-06-28
296,1675,1661,2025-12-29
297,1359,3880,2025-11-30
298,281,1070,2025-10-02
299,4135,4859,2025-03-20
300,4953,3292,2025-02-18
301,3346,3560,2025-01-05
302,4110,3546,2025-11-12
303,6630,4367,2025-01-30
304,3023,4419,2025-08-29
305,6827,2201,2025-12-23
306,1742,571,2025-04-23
307,729,3156,2025-03-24
308,1324,550,2025-02-24
309,487,3319,2025-03-14
310,2905,691,2025-05-31
311,2497,2074,2025-12-22
312,6901,3782,2025-09-12
313,1694,3298,2025-07-03
314,6014,2980,2025-08-09
315,5607,2378,2025-06-17
316,6137,1647,2025-04-06
317,641,150,2024-01-09
318,2785,2898,2025-07-02
319,3596,4058,2025-02-04
320,544,371,2025-11-28
321,7637,1679,2024-08-12
322,5574,451,2025-12-16
323,5417,1179,2024-08-07
324,3777,2708,2025-02-16
325,4697,3395,2025-12-30
326,340,4565,2024-06-05
327,7543,4472,2025-02-19
328,4737,2709,2025-06-30
329,4490,3138,2025-02-16
330,4996,3698,2025-09-22
331,4980,1549,2024-10-09
332,2718,4272,2025-11-03
333,2453,1670,2025-10-25
334,2096,1320,2025-12-19
335,1543,818,2025-10-22
336,2145,4648,2025-01-27
337,2266,2732,2025-11-03
338,1369,831,2025-11-16
339,1383,2832,2025-04-14
340,5794,4491,2025-08-17
341,3550,372,2025-12-01
342,3476,1139,2025-01-08
343,5265,41,2025-08-11
344,6199,4196,2025-10-23
345,881,4519,2025-12-04
346,365,2233,2025-01-13
347,392,4705,2025-10-13
348,7150,4791,2025-11-16
349,946,2597,2025-11-14
350,1017,2474,2025-10-23
351,6105,851,2024-08-28
352,2391,18,2025-06-22
353,2935,489,2025-12-24
354,4575,2857,2025-02-07
355,117,649,2025-02-14
356,5768,1984,2025-11-04
357,5526,2182,2024-12-04
358,3926,2235,2025-12-21
359,5859,1324,2024-07-16
360,7949,4927,2025-11-13
361,5637,3290,2025-11-14
362,7446,1796,2025-12-08
363,6420,3397,2025-12-12
364,2087,592,2025-09-11
365,7283,1497,2025-11-09
366,1408,3375,2025-07-30
367,2484,3705,2025-12-29
368,1112,2624,2025-08-10
369,5670,2187,2025-11-02
370,5647,1796,2025-03-19
371,5730,4710,2025-10-25
372,6061,1461,2025-07-13
373,2338,2790,2025-10-06
374,1736,4913,2025-11-27
375,7604,3260,2025-12-22
376,108,2370,2025-05-13
377,1037,2077,2025-11-12
378,215,4399,2024-11-19
379,7819,686,2025-11-12
380,3716,2320,2025-04-25
381,5799,2265,2024-08-27
382,1133,3010,2025-11-01
383,5511,1944,2025-07-14
384,7612,4680,2025-10-22
385,5729,3279,2025-07-05
386,4325,2765,2024-08-30
387,6157,1522,2025-06-02
388,3705,3544,2024-09-14
389,4122,1450,2025-10-19
390,157,4657,2025-12-15
391,802,4490,2025-12-27
392,5305,4497,2025-11-20
393,837,1356,2024-07-21
394,1249,2513,2025-11-15
395,6418,3148,2024-04-10
396,3194,1008,2025-08-10
397,7666,2128,2025-11-11
398,7240,1308,2025-12-31
399,6385,4399,2024-05-11
400,321,4960,2025-08-28
401,6589,4000,2025-06-13
402,14,1323,2025-07-20
403,66,4981,2025-09-04
404,6242,3835,2025-11-13
405,4809,126,2025-09-18
406,4976,3567,2025-04-17
407,5523,2023,2025-10-26
408,2933,832,2025-11-27
409,6808,2607,2025-02-21
410,5102,635,2025-09-25
411,613,3844,2025-07-19
412,2799,1747,2025-10-18
413,1932,961,2025-10-25
414,3604,450,2025-02-08
415,1109,2870,2025-07-30
416,7335,1670,2025-12-23
417,1960,4087,2025-12-25
418,4904,3883,2025-12-11
419,14,4354,2025-10-15
420,3189,422,2025-10-26
421,2527,1931,2024-12-04
422,3832,3921,2024-08-20
423,7546,2832,2025-12-23
424,4509,3775,2025-08-21
425,1476,3013,2025-12-22
426,1625,3828,2025-09-04
427,708,4034,2025-07-04
428,1134,291,2025-01-15
429,5609,941,2025-03-05
430,2649,1888,2025-06-25
431,1968,1861,2025-05-08
432,204,61,2025-05-27
433,1636,1527,2025-11-07
434,2758,3136,2025-05-28
435,4714,3406,2025-07-25
436,2226,3646,2025-01-09
437,6255,2060,2025-11-23
438,7506,551,2025-09-23
439,1564,1933,2025-03-10
440,574,823,2025-07-29
441,2923,750,2025-09-21
442,4873,3397,2025-09-11
443,4122,1858,2025-12-03
444,4999,2382,2024-10-03
445,4419,2467,2024-12-05
446,1294,1156,2025-12-11
447,3378,3542,2024-06-28
448,1618,712,2025-10-23
449,3015,2480,2025-12-01
450,7237,1739,2025-11-01
451,145,4858,2025-07-21
452,7214,241,2025-09-15
453,1691,2550,2024-10-11
454,5665,4657,2024-12-09
455,963,2022,2024-09-28
456,624,2915,2025-12-16
457,6726,3121,2025-10-13
458,5248,2807,2025-05-30
459,1606,3107,2025-04-14
460,3540,4065,2025-08-07
461,721,1698,2025-12-30
462,3285,2508,2024-10-13
463,3431,1604,2025-09-29
464,2693,684,2025-10-10
465,6119,2470,2025-07-17
466,2661,1383,2024-11-15
467,1506,4220,2025-10-29
468,6184,1112,2025-10-25
469,1742,1141,2025-12-29
470,7221,2664,2024-11-19
471,5628,1773,2025-12-07
472,6806,2530,2025-11-17
473,4191,2630,2025-01-21
474,5941,1532,2025-03-19
475,6750,4880,2024-11-28
476,3661,4655,2025-08-12
477,1735,2095,2024-11-05
478,4884,3329,2025-11-28
479,2911,3590,2025-11-08
480,3737,2583,2025-09-03
481,4504,1966,2025-08-16
482,5254,1813,2024-08-26
483,2839,1445,2025-12-03
484,978,4977,2025-12-27
485,4065,2,2025-07-04
486,5599,3175,2025-11-01
487,2411,54,2025-09-22
488,7821,3549,2025-11-26
489,2363,724,2025-12-15
490,1177,1608,2025-06-12
491,7616,626,2024-12-12
492,2650,2302,2025-05-14
493,336,1275,2025-09-12
494,2525,2141,2024-09-13
495,3771,4121,2025-12-04
496,1675,69,2025-12-04
497,7238,3708,2025-08-18
498,7291,2737,2024-10-03
499,120,877,2025-09-26
500,3276,1613,2025-06-27
501,1162,4076,2025-12-29
502,5197,172,2025-11-10
503,7854,1553,2025-11-29
504,5331,2207,2024-04-30
505,4679,943,2025-08-16
506,2071,838,2025-12-07
507,7092,136,2024-12-17
508,5536,2837,2025-11-07
509,1028,3117,2025-10-13
510,7771,4958,2025-05-07
511,5149,3252,2025-12-23
512,1647,3387,2025-09-21
513,7655,2438,2025-08-06
514,1370,3805,2025-07-11
515,7640,1252,2025-09-02
516,5984,608,2025-07-08
517,1536,3328,2024-07-27
518,7760,2143,2025-12-06
519,5606,2567,2025-10-16
520,7710,2334,2025-03-18
521,1661,3175,2025-10-22
522,3985,3426,2025-11-07
523,4176,3941,2025-03-17
524,5007,3552,2025-05-19
525,3923,2505,2025-02-28
526,3194,3927,2025-06-24
527,5158,1524,2025-06-22
528,3166,4882,2025-10-09
529,4210,3346,2025-12-26
530,5811,1594,2025-04-22
531,40,730,2025-09-14
532,5661,1905,2025-12-28
533,1689,1808,2025-10-28
534,1087,4000,2025-09-17
535,5039,4596,2025-12-24
536,6035,4507,2025-10-14
537,7776,1105,2025-04-02
538,6651,776,2025-12-23
539,6799,3705,2024-04-11
540,10,1401,2025-10-03
541,5251,3417,2025-09-30
542,5459,3965,2024-05-16
543,989,4940,2025-07-07
544,4643,3153,2025-02-23
545,578,2430,2025-08-06
546,7019,4940,2025-01-24
547,2320,771,2025-03-10
548,7022,4425,2025-06-21
549,2883,980,2025-10-25
550,2525,3766,2025-02-27
551,2906,3461,2024-06-17
552,7790,1010,2025-03-25
553,7985,3407,2025-05-03
554,6055,341,2025-11-05
555,6523,1711,2025-11-29
556,4463,2320,2024-07-17
557,4778,2673,2025-12-22
558,7985,1231,2025-03-05
559,3264,240,2025-12-24
560,6711,3431,2025-11-15
561,4223,1507,2024-09-02
562,6887,1292,2024-09-18
563,7952,4111,2025-03-17
564,3756,4640,2025-05-29
565,2568,3310,2025-06-19
566,587,2514,2025-07-29
567,6379,694,2025-07-08
568,6172,89,2025-09-10
569,4634,3116,2025-06-01
570,3134,573,2025-09-14
571,5509,3020,2024-05-02
572,5039,1391,2025-12-30
573,5085,1557,2025-02-21
574,1295,2764,2025-09-12
575,7809,3702,2024-08-05
576,4324,4908,2025-03-31
577,377,4483,2024-08-26
578,4135,2745,2025-12-13
579,6528,355,2025-09-01
580,3470,4657,2024-10-30
581,123,1567,2025-12-31
582,450,1824,2025-08-02
583,2340,3954,2025-09-04
584,6036,584,2025-08-15
585,642,1508,2025-08-15
586,404,1125,2025-11-20
587,3841,1742,2025-09-17
588,201,1139,2025-05-30
589,7406,1920,2025-12-31
590,7154,4327,2025-08-07
591,5123,2971,2025-10-25
592,5231,4697,2024-11-16
593,6820,2708,2025-11-22
594,5753,798,2025-12-03
595,5688,1142,2025-09-04
596,4855,1263,2025-08-21
597,7803,289,2025-03-18
598,3807,1249,2024-10-18
599,1206,1614,2025-12-24
600,375,1677,2025-03-25
601,1987,3045,2025-05-12
602,6030,4534,2025-10-02
603,1230,1824,2025-01-05
604,1838,4722,2025-11-13
605,4432,2944,2025-09-17
606,554,865,2025-04-10
607,5725,983,2025-07-17
608,7843,1976,2025-09-20
609,5133,4773,2024-06-09
610,4073,3847,2024-04-18
611,7532,1996,2024-09-14
612,4433,3750,2025-02-08
613,4929,1289,2025-12-31
614,3597,4517,2025-11-29
615,3833,3196,2025-08-15
616,3585,4371,2025-06-15
617,6731,1282,2025-02-17
618,2015,3208,2025-09-20
619,63,4517,2025-09-08
620,5852,2401,2025-10-25
621,1494,1067,2025-10-04
622,4860,3140,2025-02-28
623,6634,3344,2025-12-10
624,2696,853,2024-09-20
625,2496,2095,2025-08-16
626,5623,2132,2025-09-26
627,6523,4170,2025-04-02
628,3087,2776,2025-06-19
629,3765,2219,2025-12-22
630,1622,194,2025-09-17
631,7360,3301,2025-07-15
632,1272,191,2025-07-20
633,3131,4325,2024-09-29
634,530,2535,2025-12-28
635,5538,4564,2025-07-27
636,5210,2448,2025-05-07
637,6632,4637,2025-11-09
638,5034,1011,2025-07-05
639,4814,4144,2025-09-15
640,5760,3597,2025-06-10
641,1157,413,2025-10-06
642,1419,4835,2025-11-20
643,4211,649,2025-02-21
644,516,1708,2025-08-13
645,83,39,2025-05-28
646,4242,2226,2025-07-24
647,1947,1790,2025-09-05
648,4793,981,2025-09-08
649,2373,690,2025-11-17
650,4745,4504,2025-04-06
651,952,619,2025-08-20
652,5741,3589,2025-11-12
653,4841,3361,2025-11-10
654,2042,1598,2025-10-13
655,174,2766,2025-07-16
656,11,3724,2024-02-17
657,6169,2291,2025-11-20
658,4682,2784,2025-07-28
659,433,2313,2025-06-06
660,2318,1959,2025-09-18
661,6938,1400,2025-12-08
662,3613,794,2025-12-19
663,6765,4839,2025-04-04
664,1361,4673,2025-07-12
665,4575,49,2025-07-22
666,1164,4261,2025-10-15
667,2302,2161,2025-08-29
668,6244,914,2025-10-23
669,6523,3354,2025-05-24
670,709,3095,2025-01-08
671,4849,1746,2025-07-13
672,5603,3347,2025-12-01
673,6627,1466,2024-12-17
674,2237,477,2025-05-10
675,4257,4311,2025-04-24
676,6281,2708,2025-12-21
677,7079,940,2025-03-05
678,7737,3505,2025-07-25
679,1906,1088,2025-11-10
680,1971,4145,2025-12-07
681,851,1605,2025-06-01
682,4015,115,2025-12-23
683,7375,2623,2025-04-22
684,3955,2411,2025-04-26
685,627,309,2024-10-22
686,1990,3899,2025-10-26
687,3367,1301,2025-08-17
688,1436,3395,2024-12-23
689,6988,2742,2024-09-30
690,4924,2194,2025-02-27
691,1001,2674,2025-08-18
692,1054,2951,2025-10-08
693,7628,4376,2025-05-19
694,1724,4313,2025-09-29
695,2867,686,2025-07-01
696,6574,3536,2025-02-09
697,1920,2580,2025-07-29
698,4040,4236,2025-02-10
699,601,972,2025-12-15
700,3370,2318,2025-01-19
701,6451,2278,2024-03-06
702,5854,3554,2025-05-30
703,3364,4100,2025-09-06
704,2251,3923,2025-11-03
705,872,1558,2025-04-25
706,1398,481,2025-08-24
707,6491,824,2024-12-20
708,6358,483,2025-11-08
709,7270,1457,2025-05-24
710,6817,4948,2025-11-27
711,5316,828,2025-08-04
712,7700,2773,2025-11-19
713,4272,2793,2025-08-11
714,5613,990,2025-06-22
715,6874,807,2025-08-07
716,4514,3012,2025-03-10
717,4307,666,2025-11-28
718,7502,990,2025-03-15
719,6772,436,2025-10-29
720,769,2337,2025-04-11
721,3146,374,2025-03-21
722,1079,1568,2024-07-20
723,6275,3037,2025-04-20
724,2048,2768,2025-06-14
725,5193,4851,2025-03-02
726,7960,3254,2025-02-25
727,4173,1336,2025-12-22
728,4180,4852,2025-07-24
729,121,798,2024-12-18
730,6428,2218,2025-10-08
731,7880,395,2025-10-24
732,4407,932,2024-11-25
733,6956,1152,2024-12-16
734,5680,1986,2025-02-09
735,2758,3513,2025-06-21
736,1867,669,2025-10-18
737,3270,4057,2025-07-10
738,6693,3134,2025-11-23
739,3238,402,2025-09-21
740,1171,3711,2025-09-29
741,779,3253,2025-08-13
742,4596,4777,2025-12-30
743,1476,3795,2025-12-25
744,4331,4545,2025-06-02
745,4555,2250,2025-12-26
746,7134,3839,2025-02-19
747,4200,3768,2025-10-20
748,7851,735,2025-10-19
749,4467,629,2025-12-31
750,6995,1629,2025-09-25
751,6913,4357,2025-06-05
752,1881,2517,2024-09-19
753,4085,3635,2025-06-12
754,6121,375,2024-11-28
755,2852,727,2024-10-04
756,104,2094,2025-12-12
757,3886,1906,2024-09-18
758,14,4545,2025-06-09
759,251,1514,2025-08-29
760,4237,1349,2025-12-28
761,7714,774,2025-04-19
762,1766,932,2025-12-17
763,5770,645,2025-03-01
764,5712,2442,2025-12-27
765,6870,4188,2025-12-15
766,1415,2549,2025-12-16
767,5154,757,2025-08-28
768,6808,2465,2025-08-17
769,6046,1918,2025-12-21
770,172,2245,2024-12-30
771,6228,2422,2025-12-25
772,2533,3128,2025-03-05
773,4646,3805,2025-12-25
774,4363,4823,2025-09-05
775,2431,1202,2025-03-22
776,6525,2685,2025-07-19
777,4609,3381,2025-10-28
778,1811,2461,2025-02-12
779,4749,129,2025-06-06
780,6232,175,2025-11-12
781,7617,750,2025-10-08
782,4840,3700,2025-01-08
783,3439,4309,2025-04-19
784,5900,4990,2024-03-17
785,1853,2022,2024-11-18
786,2268,2947,2025-09-18
787,60,502,2025-05-30
788,2117,852,2025-12-24
789,5067,2983,2025-06-29
790,732,710,2025-08-06
791,1623,359,2025-10-15
792,1757,216,2025-11-22
793,3632,3187,2025-05-20
794,7037,3197,2025-06-28
795,578,3906,2025-11-25
796,35,3172,2025-10-05
797,5758,871,2025-09-30
798,3177,3293,2025-07-18
799,4558,2193,2024-12-29
800,7003,3390,2025-09-02
801,2547,4412,2025-11-15
802,5525,1110,2025-12-09
803,6521,254,2025-11-20
804,7628,4910,2024-12-04
805,4278,4004,2025-06-19
806,1037,4350,2025-12-04
807,2536,4287,2025-01-27
808,7526,581,2024-12-23
809,4194,866,2025-11-11
810,4380,3189,2025-10-07
811,4703,3222,2025-10-04
812,4951,1145,2025-12-19
813,1855,2301,2025-11-29
814,2085,2098,2025-09-23
815,457,2676,2025-10-30
816,3031,3604,2024-07-01
817,1165,2533,2024-05-05
818,4084,3779,2025-10-26
819,1402,680,2024-09-08
820,6479,1823,2025-12-24
821,6395,4676,2025-08-01
822,3359,1606,2025-10-26
823,5326,3308,2025-01-01
824,1252,210,2024-04-11
825,5794,4776,2025-12-22
826,610,3344,2025-07-13
827,63,2233,2025-05-17
828,4786,2413,2025-03-12
829,7800,898,2025-12-17
830,3909,1291,2025-08-22
831,7080,1587,2025-02-23
832,560,235,2025-12-06
833,513,3596,2025-07-09
834,458,3198,2025-01-19
835,3470,4318,2025-04-07
836,7551,3080,2025-12-31
837,1989,3588,2025-12-25
838,1100,819,2025-09-27
839,5715,4470,2025-10-14
840,6503,2974,2025-10-02
841,6445,4545,2025-12-31
842,4719,1766,2025-07-18
843,6901,2833,2025-10-06
844,4208,2050,2025-04-17
845,5953,418,2025-04-02
846,6609,2497,2024-09-24
847,3944,323,2025-08-25
848,6382,3000,2024-11-16
849,5684,3741,2025-10-02
850,724,1302,2025-11-23
851,6814,3413,2025-11-04
852,2603,3181,2025-11-28
853,7876,2839,2025-10-06
854,3147,2280,2024-11-29
855,827,3510,2025-08-08
856,2585,3237,2025-11-22
857,3193,3438,2025-10-24
858,3749,780,2025-12-22
859,2746,3756,2024-12-22
860,6333,919,2025-09-23
861,7956,682,2025-11-01
862,6736,974,2025-12-17
863,1150,320,2024-10-29
864,7678,4049,2025-09-26
865,148,857,2025-12-29
866,4279,145,2025-07-17
867,5674,2766,2025-06-08
868,5129,4313,2024-07-13
869,6292,4643,2025-08-03
870,1571,3009,2025-12-15
871,4667,3464,2025-10-20
872,4019,4831,2025-11-27
873,6622,1522,2025-08-14
874,6587,3353,2025-04-28
875,1495,2962,2025-03-22
876,5911,2778,2025-09-11
877,1125,2828,2025-07-13
878,3772,3450,2024-12-02
879,641,2863,2025-09-19
880,232,1947,2025-02-27
881,1537,2845,2025-08-23
882,7142,4976,2025-12-28
883,6539,4205,2025-06-26
884,5289,2115,2024-06-24
885,4387,387,2025-10-29
886,6886,4225,2025-06-14
887,3423,538,2025-04-27
888,4129,3532,2025-08-26
889,5508,4232,2025-05-01
890,6066,1567,2024-05-31
891,6160,83,2024-07-06
892,6711,2072,2025-08-10
893,1673,2296,2025-01-11
894,7814,1189,2025-11-04
895,1320,4856,2024-11-30
896,4940,4064,2025-10-28
897,4426,3061,2025-10-27
898,1777,1072,2025-12-22
899,6769,1015,2025-11-28
900,5661,28,2025-12-28
901,529,1970,2025-12-31
902,1795,4776,2025-12-27
903,4458,4631,2025-11-30
904,6770,1780,2025-09-10
905,79,4630,2025-08-08
906,113,2299,2025-01-01
907,61,389,2025-12-27
908,2026,4014,2025-04-26
909,7638,3444,2025-11-22
910,2824,4540,2025-03-14
911,2534,4647,2024-05-09
912,5419,131,2025-07-25
913,869,2491,2025-07-11
914,348,2779,2025-09-11
915,3545,2727,2025-09-03
916,6028,4,2025-04-12
917,1213,2884,2025-12-31
918,3688,4492,2025-09-10
919,4002,306,2025-09-08
920,5510,4898,2025-01-14
921,381,2662,2025-06-11
922,5002,462,2025-11-23
923,1172,3777,2024-11-20
924,6025,4931,2025-07-17
925,4618,57,2025-11-12
926,2222,3203,2025-12-30
927,1581,3236,2025-07-15
928,4954,558,2024-08-26
929,6372,4874,2025-09-12
930,6249,4714,2025-12-28
931,7458,913,2025-08-04
932,4230,1581,2024-11-20
933,6295,4274,2025-01-02
934,3441,2185,2025-03-16
935,4347,4431,2024-06-30
936,1538,3117,2025-12-28
937,1091,3347,2025-11-05
938,4807,3397,2025-07-22
939,652,3384,2025-11-20
940,5739,1589,2025-09-29
941,3186,3647,2025-07-08
942,5504,3892,2025-03-17
943,7254,545,2025-08-22
944,3731,3750,2024-12-28
945,2608,1518,2025-08-23
946,4897,3368,2025-07-15
947,5865,4674,2025-01-03
948,5789,2451,2025-04-09
949,7647,1474,2025-09-08
950,5644,3152,2025-12-01
951,5102,814,2025-04-22
952,2929,2229,2025-06-06
