listing_id,user_id,category,emirate,price,created_date,status
61,2007,Penthouses,Abu Dhabi,7006825.61,2025-12-27,active
62,2133,Penthouses,Dubai,5163412.92,2025-07-07,active
63,4138,Land,Abu Dhabi,1447324.58,2024-04-24,sold
64,1474,Commercial,Dubai,1553430.6,2025-11-19,active
65,4544,Townhouses,Abu Dhabi,1686520.0,2025-02-15,expired
66,3535,Apartments,Dubai,788748.24,2024-05-01,active
67,4337,Commercial,Fujairah,885144.8,2025-03-05,active
68,4563,Apartments,Dubai,1008224.5,2025-02-08,sold
69,2758,Villas,Abu Dhabi,4485921.85,2025-05-04,active
70,2908,Commercial,Fujairah,1084199.04,2024-01-09,sold
71,3570,Apartments,Abu Dhabi,775377.05,2025-01-31,active
72,4830,Commercial,Fujairah,690328.43,2025-10-08,expired
73,4863,Villas,Sharjah,2125643.45,2025-10-30,active
74,1448,Villas,Abu Dhabi,4367443.44,2024-11-05,active
75,2436,Villas,Dubai,3620961.87,2024-12-31,active
76,4164,Penthouses,Abu Dhabi,5749440.35,2024-04-28,active
77,1462,Land,Dubai,1892854.77,2024-03-19,expired
78,1726,Villas,Dubai,4561917.73,2025-03-08,active
79,2846,Apartments,Dubai,955841.95,2025-08-06,active
80,1388,Apartments,Fujairah,715701.34,2025-11-04,sold
81,1898,Townhouses,Dubai,2025210.31,2025-09-28,sold
82,1384,Apartments,Fujairah,704584.97,2024-04-06,active
83,1599,Apartments,Ajman,345898.49,2025-04-21,active
84,4679,Villas,Abu Dhabi,2402828.89,2025-01-10,active
85,898,Townhouses,Fujairah,859628.67,2025-02-01,expired
86,4041,Apartments,Ras Al Khaimah,836898.61,2024-11-10,sold
87,955,Land,Ajman,777253.22,2025-11-19,active
88,610,Apartments,Abu Dhabi,884050.97,2024-06-07,sold
89,4202,Townhouses,Dubai,2925819.14,2024-01-27,expired
90,315,Villas,Fujairah,2003036.88,2025-05-21,active
91,4573,Townhouses,Ras Al Khaimah,917921.28,2024-07-30,sold
92,66,Apartments,Abu Dhabi,1341784.18,2025-12-03,active
93,1603,Apartments,Dubai,1405138.88,2025-07-17,sold
94,2316,Apartments,Abu Dhabi,740130.59,2025-08-02,active
95,1755,Apartments,Dubai,1192037.32,2024-12-09,active
96,1460,Apartments,Sharjah,762049.65,2025-11-01,sold
97,1923,Townhouses,Abu Dhabi,2647193.99,2025-10-30,active
98,2459,Penthouses,Ras Al Khaimah,4320332.25,2025-06-17,active
99,3213,Villas,Abu Dhabi,2809001.33,2024-03-15,active
100,2354,Villas,Abu Dhabi,2693751.02,2024-12-12,active
101,1444,Villas,Dubai,2570194.36,2024-01-04,sold
102,1050,Penthouses,Abu Dhabi,8062662.29,2024-03-24,active
103,3376,Townhouses,Dubai,2139553.48,2025-04-25,active
104,3351,Apartments,Sharjah,581941.89,2025-12-09,active
105,3207,Penthouses,Abu Dhabi,5451357.04,2024-11-09,active
106,3978,Townhouses,Dubai,3170278.02,2025-12-04,active
107,3358,Apartments,Ras Al Khaimah,632133.87,2024-05-17,sold
108,904,Commercial,Abu Dhabi,1734745.21,2024-12-16,sold
109,164,Land,Dubai,1304355.65,2025-10-17,sold
110,2731,Commercial,Sharjah,1370778.42,2025-12-22,sold
111,4249,Apartments,Abu Dhabi,1428646.88,2025-02-25,sold
112,3241,Commercial,Dubai,2615005.22,2025-02-27,expired
113,2716,Villas,Abu Dhabi,2696888.99,2024-03-08,active
114,165,Penthouses,Abu Dhabi,6607196.74,2025-02-16,sold
115,347,Apartments,Dubai,919364.36,2025-12-07,sold
116,2026,Apartments,Sharjah,864253.87,2024-11-10,active
117,3283,Apartments,Sharjah,586239.31,2024-05-04,active
118,606,Villas,Sharjah,2572222.13,2024-05-05,active
119,4438,Townhouses,Dubai,3015555.0,2024-06-06,sold
120,1592,Penthouses,Ras Al Khaimah,4647360.92,2024-07-02,active
121,192,Apartments,Abu Dhabi,748553.64,2024-05-30,expired
122,4721,Villas,Dubai,2516962.23,2024-08-24,expired
123,4596,Apartments,Dubai,1312795.71,2025-12-31,active
124,3133,Apartments,Abu Dhabi,974319.5,2024-10-15,active
125,4478,Townhouses,Abu Dhabi,2510575.76,2025-06-24,active
126,1902,Villas,Abu Dhabi,2361476.28,2024-11-28,active
127,1178,Penthouses,Umm Al Quwain,1940778.07,2024-03-18,active
128,4013,Villas,Dubai,3323307.19,2025-01-28,sold
129,4288,Townhouses,Abu Dhabi,1913638.62,2025-06-30,sold
130,2065,Villas,Sharjah,2734917.48,2024-06-18,active
131,4632,Villas,Ras Al Khaimah,1600402.85,2025-05-26,active
132,4608,Penthouses,Abu Dhabi,5702477.64,2025-11-04,sold
133,2637,Villas,Abu Dhabi,3431537.39,2025-01-22,sold
134,668,Commercial,Abu Dhabi,1371606.4,2025-11-24,active
135,112,Apartments,Sharjah,533092.85,2025-10-03,active
136,932,Apartments,Abu Dhabi,803114.56,2025-08-07,sold
137,3992,Apartments,Ras Al Khaimah,579330.01,2025-07-30,active
138,964,Villas,Dubai,4672122.57,2025-10-09,sold
139,4281,Apartments,Ras Al Khaimah,644587.05,2025-05-23,active
140,2378,Villas,Dubai,3871399.53,2024-01-06,sold
141,4255,Townhouses,Abu Dhabi,1875946.4,2025-07-25,active
142,1109,Apartments,Sharjah,690621.65,2025-05-27,active
143,1469,Apartments,Dubai,1540844.14,2025-12-23,active
144,1538,Apartments,Dubai,1109549.86,2024-05-18,active
145,3840,Villas,Dubai,3929493.17,2024-07-26,expired
146,2826,Townhouses,Fujairah,993237.65,2024-11-06,sold
147,3492,Villas,Dubai,3898702.43,2025-10-26,active
148,2087,Villas,Abu Dhabi,2586211.47,2024-12-25,active
149,844,Townhouses,Dubai,2130219.22,2024-07-09,active
150,4279,Villas,Sharjah,1928256.3,2024-05-23,sold
151,4852,Townhouses,Umm Al Quwain,1160831.18,2024-04-01,sold
152,3879,Apartments,Dubai,920883.42,2024-06-23,active
153,1201,Apartments,Abu Dhabi,672189.6,2024-09-23,active
154,428,Apartments,Ajman,499355.8,2025-10-17,active
155,2479,Villas,Dubai,3731377.35,2024-11-26,active
156,3159,Townhouses,Dubai,3207951.73,2024-05-17,active
157,641,Commercial,Ajman,1317859.29,2025-02-07,expired
158,2276,Townhouses,Ajman,1240259.79,2025-03-22,active
159,2053,Townhouses,Abu Dhabi,2264394.31,2024-10-06,active
160,208,Commercial,Ras Al Khaimah,1382425.62,2024-06-21,active
161,3475,Apartments,Abu Dhabi,1438387.29,2024-05-30,expired
162,3134,Villas,Fujairah,2244526.1,2025-09-02,active
163,2958,Villas,Dubai,3082015.82,2024-09-08,active
164,3022,Commercial,Abu Dhabi,1278712.08,2024-05-30,active
165,2253,Townhouses,Dubai,3502021.25,2025-05-06,sold
166,2247,Townhouses,Umm Al Quwain,1222794.51,2025-02-08,expired
167,3857,Land,Abu Dhabi,1310688.47,2024-08-13,active
168,4470,Penthouses,Dubai,4699952.24,2025-08-24,expired
169,1255,Townhouses,Dubai,3230965.51,2024-07-13,active
170,979,Apartments,Abu Dhabi,719865.96,2024-08-27,active
171,4458,Apartments,Ras Al Khaimah,685487.14,2024-06-16,sold
172,2726,Penthouses,Ajman,2859552.69,2024-04-17,sold
173,4808,Townhouses,Dubai,1664528.51,2024-02-22,sold
174,3411,Penthouses,Sharjah,3007855.68,2024-08-20,sold
175,4109,Apartments,Dubai,871590.91,2024-01-16,active
176,4986,Apartments,Abu Dhabi,804839.59,2024-05-31,sold
177,27,Apartments,Abu Dhabi,762404.79,2025-03-04,active
178,706,Villas,Abu Dhabi,2379028.06,2025-01-27,active
179,708,Apartments,Abu Dhabi,1413707.98,2025-09-08,sold
180,86,Apartments,Dubai,795620.74,2025-02-02,sold
181,2022,Apartments,Sharjah,930640.6,2024-11-07,expired
182,1088,Apartments,Dubai,966847.7,2025-10-30,active
183,4629,Apartments,Dubai,884620.08,2024-08-15,expired
184,1451,Land,Dubai,1367182.26,2025-12-06,active
185,2910,Villas,Dubai,3943747.37,2025-07-24,active
186,1397,Apartments,Ajman,484101.39,2024-10-12,active
187,1726,Land,Abu Dhabi,1460167.66,2025-07-06,sold
188,2365,Apartments,Sharjah,705927.81,2025-05-28,sold
189,2204,Apartments,Sharjah,580205.49,2024-11-08,active
190,258,Commercial,Abu Dhabi,2168803.68,2025-05-18,active
191,3828,Villas,Dubai,3257566.41,2024-07-02,active
192,278,Apartments,Dubai,1026591.61,2025-03-24,expired
193,1301,Villas,Dubai,3959491.41,2025-12-09,active
194,2933,Apartments,Abu Dhabi,814971.44,2025-07-12,active
195,3740,Villas,Sharjah,2569527.77,2025-06-21,active
196,1996,Apartments,Dubai,1009114.71,2024-12-12,sold
197,2460,Apartments,Fujairah,425972.37,2025-06-01,expired
198,4154,Apartments,Abu Dhabi,878869.23,2024-02-04,active
199,4859,Apartments,Abu Dhabi,1380367.56,2025-07-17,expired
200,4294,Apartments,Umm Al Quwain,520592.03,2024-01-14,active
201,2730,Penthouses,Dubai,5020072.98,2024-04-29,sold
202,1159,Penthouses,Abu Dhabi,4993641.99,2024-07-05,active
203,1209,Apartments,Dubai,983862.26,2024-01-28,active
204,1666,Villas,Sharjah,1646620.7,2024-06-15,active
205,3066,Apartments,Dubai,811128.01,2025-07-20,active
206,3229,Townhouses,Fujairah,1333529.44,2025-10-04,sold
207,1989,Penthouses,Dubai,5218212.45,2025-09-07,sold
208,1094,Villas,Dubai,3011305.96,2025-06-04,sold
209,3479,Villas,Abu Dhabi,2932481.24,2025-05-29,sold
210,4805,Apartments,Ras Al Khaimah,471815.69,2025-04-03,active
211,2968,Apartments,Ajman,570457.55,2024-11-23,sold
212,633,Townhouses,Dubai,1989880.87,2024-03-13,active
213,3567,Apartments,Dubai,877656.54,2024-02-13,active
214,2549,Villas,Ajman,1091791.99,2024-10-12,expired
215,3455,Apartments,Dubai,1158434.01,2024-10-01,active
216,677,Apartments,Sharjah,783804.73,2025-10-02,active
217,101,Apartments,Dubai,1149799.4,2024-12-08,sold
218,95,Villas,Umm Al Quwain,1276703.39,2025-06-10,sold
219,2482,Villas,Sharjah,1585533.47,2025-12-06,sold
220,3689,Villas,Sharjah,2539237.56,2024-07-13,sold
221,2989,Apartments,Dubai,1080822.18,2024-07-07,sold
222,656,Apartments,Dubai,1505235.33,2024-06-25,active
223,1619,Villas,Abu Dhabi,4193292.47,2024-06-26,active
224,3808,Apartments,Dubai,1135365.01,2025-08-17,active
225,4910,Townhouses,Dubai,2269728.39,2024-09-01,active
226,193,Villas,Dubai,3202901.94,2024-11-19,active
227,2660,Apartments,Dubai,820920.49,2025-12-03,sold
228,4353,Townhouses,Dubai,1795335.72,2025-03-25,active
229,1185,Townhouses,Abu Dhabi,1986675.09,2024-01-03,expired
230,2000,Commercial,Fujairah,1301231.75,2024-12-12,sold
231,4662,Villas,Dubai,3244267.85,2024-05-26,active
232,829,Villas,Umm Al Quwain,953764.87,2024-12-05,expired
233,2474,Villas,Dubai,4745933.09,2025-05-27,active
234,650,Penthouses,Abu Dhabi,4758842.07,2024-04-13,active
235,2138,Land,Abu Dhabi,1357591.32,2024-09-24,sold
236,401,Villas,Abu Dhabi,3925725.71,2025-05-05,active
237,1522,Apartments,Sharjah,757566.75,2024-02-16,expired
238,2335,Apartments,Abu Dhabi,686376.15,2024-02-07,active
239,1064,Apartments,Abu Dhabi,1278918.31,2025-01-10,sold
240,796,Apartments,Dubai,998074.55,2025-02-11,active
241,2358,Townhouses,Abu Dhabi,2307993.1,2025-04-04,active
242,4877,Apartments,Dubai,1501654.08,2025-02-24,active
243,2791,Apartments,Ajman,394282.99,2025-01-31,expired
244,4088,Apartments,Sharjah,792568.81,2024-06-01,active
245,265,Townhouses,Abu Dhabi,1647835.52,2024-08-07,active
246,2829,Apartments,Sharjah,719150.98,2025-07-21,active
247,2584,Villas,Abu Dhabi,2474161.2,2025-04-09,active
248,2881,Villas,Abu Dhabi,3935856.38,2025-06-27,sold
249,2326,Villas,Abu Dhabi,2663324.55,2024-06-13,expired
250,1079,Villas,Fujairah,1198192.81,2025-12-17,active
251,1732,Land,Abu Dhabi,1011477.54,2024-08-11,active
252,3286,Villas,Dubai,2841156.76,2025-01-15,expired
253,2285,Apartments,Dubai,815891.46,2025-07-19,expired
254,2604,Villas,Abu Dhabi,2640238.11,2024-06-02,active
255,3801,Apartments,Fujairah,396275.64,2025-01-04,expired
256,3278,Apartments,Abu Dhabi,928554.12,2025-06-28,active
257,1412,Townhouses,Dubai,2724055.46,2025-07-17,active
258,3427,Villas,Abu Dhabi,3585302.32,2025-09-24,active
259,4124,Land,Abu Dhabi,1542862.07,2025-10-26,expired
260,2663,Townhouses,Dubai,2808926.87,2024-11-19,sold
261,3034,Apartments,Abu Dhabi,1278627.74,2024-08-28,active
262,4189,Commercial,Ras Al Khaimah,870558.59,2024-11-08,active
263,1961,Apartments,Fujairah,689812.1,2025-11-10,active
264,2401,Apartments,Dubai,1208565.07,2024-10-03,active
265,4942,Villas,Dubai,2734882.52,2025-02-18,active
266,911,Penthouses,Ajman,4193005.1,2025-02-07,expired
267,2006,Villas,Umm Al Quwain,881883.31,2024-10-17,active
268,3329,Commercial,Umm Al Quwain,1042301.38,2025-10-23,active
269,3417,Land,Ras Al Khaimah,790911.21,2025-12-15,sold
270,4973,Townhouses,Abu Dhabi,1552988.38,2025-08-08,active
271,490,Apartments,Dubai,1412166.71,2025-03-11,sold
272,2977,Villas,Fujairah,1805121.84,2024-02-23,active
273,1017,Apartments,Ajman,627049.12,2025-01-05,active
274,916,Townhouses,Dubai,2867037.26,2024-08-08,active
275,1992,Penthouses,Dubai,5055053.66,2025-06-08,sold
276,607,Villas,Sharjah,2604003.96,2025-03-11,sold
277,2806,Apartments,Abu Dhabi,1276703.19,2024-05-09,sold
278,4655,Apartments,Dubai,844497.46,2025-05-26,active
279,213,Apartments,Dubai,1029786.56,2024-10-17,active
280,1297,Villas,Dubai,4129004.98,2024-11-05,sold
281,1266,Townhouses,Sharjah,1176798.11,2025-06-21,active
282,3148,Apartments,Dubai,1435964.73,2025-07-11,active
283,1216,Villas,Dubai,4149962.36,2024-02-21,sold
284,4234,Villas,Abu Dhabi,2508984.3,2025-10-11,active
285,1277,Villas,Abu Dhabi,3356009.81,2025-02-26,active
286,3976,Townhouses,Ras Al Khaimah,1367908.9,2024-08-02,active
287,3112,Apartments,Fujairah,467468.93,2024-12-29,active
288,1838,Apartments,Abu Dhabi,1231689.08,2025-05-30,active
289,1614,Villas,Abu Dhabi,4290486.01,2024-01-17,expired
290,4294,Commercial,Sharjah,1189017.92,2025-10-29,active
291,810,Land,Abu Dhabi,1100614.62,2025-05-28,expired
292,4406,Commercial,Umm Al Quwain,558584.88,2025-04-29,active
293,2032,Apartments,Sharjah,541534.54,2024-11-22,expired
294,2008,Apartments,Sharjah,538844.51,2024-11-28,expired
295,2178,Villas,Dubai,2769036.83,2025-09-28,sold
296,522,Commercial,Dubai,1837306.93,2025-11-10,active
297,1999,Villas,Abu Dhabi,3214251.1,2024-06-15,active
298,419,Apartments,Abu Dhabi,822855.04,2025-02-12,active
299,684,Villas,Dubai,3807377.26,2025-07-30,active
300,2458,Villas,Abu Dhabi,4166733.85,2025-11-11,active
301,3627,Penthouses,Dubai,8739982.5,2025-01-03,sold
302,3738,Land,Dubai,1333455.62,2024-03-20,active
303,1447,Apartments,Abu Dhabi,889924.38,2025-05-22,sold
304,2165,Commercial,Dubai,1794449.82,2024-02-29,active
305,2530,Townhouses,Dubai,3054378.09,2024-05-23,active
306,54,Apartments,Umm Al Quwain,430562.03,2024-07-01,active
307,538,Penthouses,Sharjah,3102617.52,2024-11-04,expired
308,2806,Townhouses,Abu Dhabi,1827629.0,2025-10-20,sold
309,1899,Apartments,Abu Dhabi,917772.18,2024-12-26,active
310,844,Townhouses,Fujairah,937692.22,2025-09-26,sold
311,2653,Apartments,Sharjah,850335.3,2025-12-19,expired
312,4999,Townhouses,Dubai,2604824.91,2024-10-11,active
313,4877,Penthouses,Sharjah,3662026.2,2025-12-13,expired
314,3867,Commercial,Ajman,896969.61,2024-03-28,active
315,2900,Penthouses,Dubai,6151687.8,2025-07-03,active
316,3418,Apartments,Fujairah,357238.05,2025-06-13,active
317,1147,Land,Sharjah,572466.96,2025-02-10,sold
318,1709,Townhouses,Dubai,3196536.85,2024-06-16,active
319,3503,Penthouses,Dubai,7461855.76,2024-11-26,active
320,1762,Townhouses,Abu Dhabi,1985408.1,2025-12-25,active
321,1315,Apartments,Abu Dhabi,1225930.74,2025-01-01,active
322,377,Penthouses,Dubai,9540604.87,2025-08-15,sold
323,2047,Apartments,Abu Dhabi,960014.56,2024-02-07,active
324,2808,Apartments,Dubai,1496440.27,2024-01-04,active
325,1101,Commercial,Dubai,2889398.86,2025-06-06,sold
326,1244,Commercial,Abu Dhabi,2086686.89,2025-01-28,active
327,3591,Apartments,Abu Dhabi,1257820.54,2024-05-24,active
328,4351,Penthouses,Sharjah,3249496.22,2024-05-07,sold
329,2572,Land,Dubai,1713611.11,2024-09-29,sold
330,1760,Apartments,Abu Dhabi,1025897.23,2025-02-19,active
331,2122,Apartments,Sharjah,459846.81,2025-04-22,active
332,3366,Villas,Ajman,2007716.4,2025-07-05,sold
333,494,Commercial,Abu Dhabi,1283329.83,2024-05-16,active
334,263,Land,Ras Al Khaimah,673159.21,2025-02-24,active
335,2316,Villas,Abu Dhabi,3862641.14,2025-03-10,active
336,4574,Penthouses,Abu Dhabi,8033236.69,2025-03-29,sold
337,719,Villas,Abu Dhabi,3660417.6,2025-12-28,active
338,599,Penthouses,Abu Dhabi,5528951.58,2025-04-24,active
339,1247,Townhouses,Dubai,2850756.22,2024-12-26,active
340,4324,Penthouses,Sharjah,5835211.81,2024-02-11,expired
341,3289,Villas,Dubai,4428378.87,2025-12-23,active
342,1846,Apartments,Dubai,1439838.09,2025-09-17,active
343,2676,Villas,Sharjah,1720530.48,2025-05-14,sold
344,2906,Commercial,Sharjah,1393781.83,2024-08-09,active
345,1215,Apartments,Dubai,749818.78,2024-04-20,sold
346,324,Penthouses,Abu Dhabi,8782370.86,2024-05-24,active
347,2584,Commercial,Sharjah,1033633.37,2025-02-13,active
348,2221,Apartments,Fujairah,632580.61,2025-01-07,active
349,3602,Apartments,Fujairah,345762.77,2025-06-19,expired
350,1709,Villas,Abu Dhabi,3058027.68,2025-02-19,active
351,3118,Villas,Dubai,4795033.83,2024-09-04,active
352,4738,Townhouses,Dubai,3054367.1,2025-12-20,active
353,4007,Townhouses,Dubai,3501309.35,2025-11-13,active
354,1724,Land,Sharjah,790309.43,2024-07-01,active
355,918,Commercial,Dubai,1957845.45,2025-09-03,active
356,820,Villas,Fujairah,2053841.56,2024-10-02,active
357,2464,Apartments,Sharjah,781021.51,2025-07-19,sold
358,3862,Apartments,Umm Al Quwain,513481.32,2025-05-15,expired
359,372,Apartments,Dubai,1197729.93,2025-06-30,active
360,1276,Apartments,Abu Dhabi,701944.94,2025-05-30,active
361,1719,Commercial,Sharjah,1196835.88,2024-09-28,active
362,1291,Villas,Dubai,3623359.17,2025-05-20,active
363,1488,Villas,Fujairah,1993868.14,2024-04-04,active
364,1672,Apartments,Abu Dhabi,1370097.29,2024-07-12,active
365,2631,Apartments,Dubai,751709.41,2024-12-27,active
366,1183,Commercial,Dubai,1953177.36,2025-06-23,active
367,4303,Apartments,Dubai,1018090.45,2024-05-26,active
368,3440,Land,Dubai,1404716.94,2024-01-09,expired
369,4397,Villas,Ras Al Khaimah,2358195.17,2025-10-22,active
370,3902,Villas,Fujairah,1203838.33,2024-10-03,sold
371,2995,Land,Sharjah,621694.91,2024-01-24,active
372,4680,Apartments,Dubai,835999.93,2024-09-04,expired
373,1848,Townhouses,Sharjah,1834292.81,2025-10-07,active
374,863,Apartments,Dubai,1335385.19,2025-09-24,active
375,3786,Townhouses,Abu Dhabi,2509344.76,2024-04-15,expired
376,1079,Apartments,Dubai,848823.87,2025-06-03,sold
377,281,Townhouses,Sharjah,1735926.02,2024-07-20,sold
378,1493,Apartments,Abu Dhabi,1313571.14,2025-03-22,active
379,3251,Apartments,Abu Dhabi,1043592.85,2024-12-09,active
380,4729,Villas,Umm Al Quwain,1328193.59,2025-02-01,active
381,3604,Apartments,Dubai,1367401.2,2024-07-08,expired
382,2763,Land,Dubai,1264622.31,2025-02-11,expired
383,4497,Villas,Dubai,4501157.4,2024-01-07,sold
384,2154,Apartments,Dubai,1262387.52,2025-06-27,expired
385,1035,Apartments,Umm Al Quwain,545624.95,2024-01-03,active
386,2423,Apartments,Dubai,1104533.93,2024-09-03,active
387,680,Land,Umm Al Quwain,423044.95,2025-03-12,sold
388,4186,Apartments,Ajman,421193.12,2024-05-01,active
389,2900,Villas,Sharjah,2300612.81,2025-07-22,active
390,385,Penthouses,Dubai,5748202.43,2024-09-24,expired
391,4349,Apartments,Dubai,1294090.22,2024-11-08,sold
392,1854,Penthouses,Sharjah,3286563.46,2024-12-31,expired
393,4995,Villas,Dubai,2402171.67,2025-02-01,expired
394,3284,Apartments,Fujairah,709251.4,2024-02-18,expired
395,3834,Apartments,Sharjah,601596.52,2024-04-29,active
396,4553,Townhouses,Dubai,3011038.04,2025-08-26,active
397,548,Apartments,Abu Dhabi,782431.92,2024-08-17,sold
398,1987,Villas,Dubai,3364424.12,2024-03-25,active
399,2037,Penthouses,Dubai,9559458.19,2025-02-19,active
400,3289,Apartments,Sharjah,931502.65,2024-03-01,active
401,3633,Apartments,Dubai,1000454.58,2025-07-03,sold
402,4265,Apartments,Dubai,1250950.05,2025-12-30,active
403,3591,Apartments,Dubai,1346102.56,2024-04-10,active
404,577,Commercial,Sharjah,1531206.55,2025-06-06,expired
405,336,Villas,Ras Al Khaimah,1382972.6,2024-09-18,active
406,4793,Apartments,Sharjah,891139.14,2024-08-11,active
407,2385,Apartments,Dubai,1558007.62,2025-03-23,sold
408,4908,Commercial,Dubai,2690946.04,2024-12-23,active
409,3543,Villas,Abu Dhabi,4176401.38,2025-05-08,active
410,2260,Commercial,Abu Dhabi,1733514.73,2025-06-01,sold
411,2059,Land,Dubai,1015176.22,2024-12-10,sold
412,1989,Villas,Dubai,3402794.29,2024-04-11,active
413,3997,Villas,Ajman,1500986.81,2024-06-07,active
414,3135,Apartments,Dubai,1425387.1,2024-03-26,sold
415,808,Villas,Dubai,4261479.75,2024-02-20,active
416,4947,Villas,Dubai,4210205.42,2025-09-07,active
417,3607,Commercial,Abu Dhabi,2012782.16,2025-10-07,expired
418,3538,Townhouses,Dubai,2699292.96,2025-10-23,active
419,2695,Apartments,Fujairah,643927.77,2024-01-06,sold
420,2077,Villas,Sharjah,1963805.52,2024-10-19,expired
421,2267,Villas,Dubai,3466331.89,2025-11-08,expired
422,2156,Penthouses,Dubai,7454084.38,2025-04-12,expired
423,2637,Townhouses,Sharjah,1907675.4,2024-10-07,active
424,4095,Commercial,Dubai,2326588.25,2025-10-04,sold
425,1865,Apartments,Dubai,1488590.53,2025-12-23,active
426,3327,Apartments,Abu Dhabi,814995.57,2024-10-22,active
427,2169,Commercial,Abu Dhabi,1745281.8,2024-10-01,active
428,2962,Penthouses,Umm Al Quwain,2395519.55,2024-04-23,active
429,4767,Apartments,Abu Dhabi,1165292.34,2025-11-26,active
430,4587,Villas,Dubai,4083653.83,2024-05-25,active
431,742,Townhouses,Fujairah,1328996.32,2024-06-09,expired
432,1195,Townhouses,Abu Dhabi,2197595.65,2025-04-11,expired
433,849,Penthouses,Sharjah,5604686.26,2024-10-28,sold
434,4671,Land,Dubai,1143817.85,2024-11-10,sold
435,2015,Villas,Sharjah,1838061.27,2024-09-06,active
436,1794,Apartments,Dubai,1267048.68,2024-08-31,active
437,102,Apartments,Umm Al Quwain,554410.03,2025-09-27,active
438,3596,Villas,Abu Dhabi,3463405.68,2024-01-18,active
439,4249,Villas,Abu Dhabi,4232649.94,2025-06-04,expired
440,2143,Townhouses,Umm Al Quwain,1208466.78,2024-11-02,active
441,3033,Villas,Fujairah,1331646.97,2024-08-31,active
